,topDistance,bottomDistance,birdPosition,jump
1698,245.20399670478457,202.2992832414391,456.0,0
1699,236.30330086564598,197.96274902112265,447.5,1
1700,225.62413434736985,194.56682656609271,435.5,0
1701,214.9534833400008,192.1067411623028,423.0,0
1702,205.7668583615933,189.84203960134857,413.0,0
1703,199.2517252121045,186.41687155405222,408.5,0
1704,197.71254386103072,179.8339511883115,414.5,0
1705,201.91891937111788,170.94224170754285,430.5,0
1706,193.05180651835403,168.13387523042465,422.0,1
1707,182.47739586041882,167.0269439342048,410.0,0
1708,172.0007267426507,167.1354241326476,397.5,0
1709,163.03143868591727,167.1204655330998,387.5,0
1710,156.58863304850706,164.98484778912274,383.0,0
1711,154.76756766196203,157.64834283937145,389.0,0
1712,158.64425612041552,145.83552379307312,405.0,0
1713,149.83073783439764,145.2558088339327,396.5,1
1714,139.42829698450743,147.27610125203614,384.5,0
1715,129.28263611173776,150.71164520368026,372.0,0
1716,120.70211265756701,153.52198539622916,362.0,0
1717,114.40826019129912,153.0988242933302,357.5,0
1718,112.09928634920028,145.31431450480025,363.5,0
1719,115.39172413999195,130.6340307883057,379.5,0
1720,120.9390342279944,116.51716611727218,395.5,0
1721,128.44940638243526,103.19520337690119,411.5,0
1722,118.82760622010359,104.01922899156675,403.0,1
1723,106.7941945987702,108.18964830333815,391.0,0
1724,94.69028461251978,114.08878121883852,378.5,0
1725,85.42833253669417,117.88977903109328,370.0,1
1726,74.33034373659252,125.39936203984452,358.0,0
1727,63.72793735874401,134.20599837563148,345.5,0
1728,55.19284373902109,141.40809736362343,335.5,0
1729,49.040799340956916,143.8923208513922,331.0,0
1730,46.51881339845203,136.61625086350452,337.0,0
1731,51.62363799656123,119.85407794480753,353.0,0
1732,42.19300889957956,126.61062356690294,344.5,1
1733,31.132780152116194,137.18327157492635,332.5,0
1734,22.20360331117452,148.6371420607918,320.0,0
1735,18.384776310850235,157.91770008456936,310.0,0
1736,16.62077013859466,161.9452067830351,305.5,0
1737,8.902246907382429,155.6574765310038,311.5,0
1738,10.688779163215974,139.5143361809101,327.5,0
1739,26.669270706189174,123.53643187335467,343.5,0
1740,43.246387132337425,107.79726341609977,359.5,0
1741,36.40054944640259,116.72617529928752,351.0,1
1742,28.42534080710379,129.2594290564522,339.0,0
1743,24.88473427625861,142.37011624635278,326.5,0
1744,28.00446392988089,153.08249410040327,316.5,0
1745,33.37663853655727,158.47397262642215,312.0,0
1746,38.01315561749642,153.7693077307692,318.0,0
1747,46.238512086787566,139.77839604173457,334.0,0
1748,58.249463516842795,126.46343345014795,350.0,0
1749,72.18032973047436,114.06138698087096,366.0,0
1750,70.7407237735097,123.9122673507349,357.5,1
1751,69.14658342969665,136.86215693170993,345.5,0
1752,69.85699678629192,150.2664300500947,333.0,0
1753,73.24616030891995,161.4465855941215,323.0,0
